name,price,availability,warning,tax
"Grayson, Vol 3: Nemesis (Grayson #3)",£42.72,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Firm,£45.56,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Fruits Basket, Vol. 3 (Fruits Basket #3)",£45.17,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Awkward,£38.02,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",£54.81,In stock (2 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Black Butler, Vol. 1 (Black Butler #1)",£49.31,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Fruits Basket, Vol. 9 (Fruits Basket #9)",£33.95,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Saga, Volume 2 (Saga (Collected Editions) #2)",£11.75,In stock (2 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Epidemic (The Program 0.6),£14.44,In stock (12 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Golden Condom: And Other Essays on Love Lost and Found,£39.43,In stock (12 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,£59.15,In stock (12 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
City of Bones (The Mortal Instruments #1),£43.28,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
City of Fallen Angels (The Mortal Instruments #4),£11.23,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Clockwork Angel (The Infernal Devices #1),£44.14,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Midnight Riot (Peter Grant/ Rivers of London - books #1),£55.46,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Heir to the Sky,£44.07,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Eragon (The Inheritance Cycle #1),£43.87,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Darkfever (Fever #1),£56.02,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Ash,£22.06,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Storm of Swords (A Song of Ice and Fire #3),£31.22,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Troublemaker: Surviving Hollywood and Scientology,£48.39,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",£14.41,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",£55.55,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Saga, Volume 3 (Saga (Collected Editions) #3)",£21.57,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Persepolis: The Story of a Childhood (Persepolis #1-2),£39.13,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Original Fake,£31.45,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Eleanor & Park,£56.51,In stock (12 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Imperfect Harmony,£34.74,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
My Kind of Crazy,£40.36,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Feathers: Displays of Brilliant Plumage,£49.05,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
See America: A Celebration of Our National Parks & Treasured Sites,£48.87,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",£35.43,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Steve Jobs,£39.50,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),£11.89,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,£44.74,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Paper and Fire (The Great Library #2),£49.45,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
God Is Not Great: How Religion Poisons Everything,£27.80,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,£31.95,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,£50.66,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Unstuffed: Decluttering Your Home, Mind, and Soul",£58.09,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Under the Banner of Heaven: A Story of Violent Faith,£30.00,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Adultery,£20.88,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,£28.23,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",£36.39,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Fruits Basket, Vol. 5 (Fruits Basket #5)",£16.33,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Fruits Basket, Vol. 6 (Fruits Basket #6)",£20.96,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Death Note, Vol. 5: Whiteout (Death Note #5)",£52.41,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",£27.88,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Fruits Basket, Vol. 4 (Fruits Basket #4)",£50.44,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Exit, Pursued by a Bear",£51.34,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
M Train,£27.18,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Lab Girl,£40.85,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,£56.27,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Harry Potter and the Order of the Phoenix (Harry Potter #5),£31.63,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Harry Potter and the Half-Blood Prince (Harry Potter #6),£48.75,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Harry Potter and the Chamber of Secrets (Harry Potter #2),£14.74,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,£25.15,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
My Mother Was Nuts,£31.63,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Watchmen,£58.05,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Unlimited Intuition Now,£58.87,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Without Shame,£48.27,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Don't Forget Steven,£33.23,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,£24.91,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Smitten Kitchen Cookbook,£23.59,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,£13.66,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",£34.32,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,£33.14,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Fruits Basket, Vol. 7 (Fruits Basket #7)",£19.57,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,£48.67,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Thinking, Fast and Slow",£21.14,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Civilization and Its Discontents,£59.95,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
An Unquiet Mind: A Memoir of Moods and Madness,£21.30,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
8 Keys to Mental Health Through Exercise,£31.04,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Modern Day Fables,£47.44,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",£10.41,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Nap-a-Roo,£25.08,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
South of Sunshine,£28.93,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),£43.62,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Martian (The Martian #1),£41.39,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,£36.94,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
23 Degrees South: A Tropical Tale of Changing Whether...,£35.79,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Hero's Curse (The Unseen Chronicles #1),£50.49,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Walk the Edge (Thunder Road #2),£32.36,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),£46.01,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,£28.25,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Barefoot Contessa Cookbook,£59.92,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Power Greens Cookbook: 140 Delicious Superfood Recipes,£11.05,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Better Homes and Gardens New Cook Book,£39.61,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
For the Love: Fighting for Grace in a World of Impossible Standards,£45.13,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Finding God in the Ruins: How God Redeems Pain,£46.64,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"A Murder Over a Girl: Justice, Gender, Junior High",£13.20,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
In Cold Blood,£49.98,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,£59.45,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Alien Club,£54.40,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Girl, Interrupted",£42.14,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",£55.91,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
I'll Give You the Sun,£56.48,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
John Vassos: Industrial Design for Modern Life,£20.22,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Kierkegaard: A Christian Missionary to Christians,£47.13,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
My Life Next Door (My Life Next Door ),£36.39,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Left Behind (Left Behind #1),£40.72,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Proofs of God: Classical Arguments from Tertullian to Barth,£54.21,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Lola and the Boy Next Door (Anna and the French Kiss #2),£23.63,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Tell Me Three Things,£41.81,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Kill the Boy Band,£15.52,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Isla and the Happily Ever After (Anna and the French Kiss #3),£48.13,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
An Abundance of Katherines,£10.00,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),£24.17,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Silent Wife,£12.34,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Bette Davis Club,£30.66,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Kitchens of the Great Midwest,£57.20,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Bright Lines,£39.07,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Between the World and Me,£56.91,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Being Mortal: Medicine and What Matters in the End,£55.06,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The New Brand You: Your New Image Makes the Sale for You,£44.05,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Whale,£35.96,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Wildlife of New York: A Five-Borough Coloring Book,£22.14,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,£34.72,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Under the Tuscan Sun,£37.33,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Flowers Lied,£16.68,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",£44.48,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Brilliant Beacons: A History of the American Lighthouse,£11.45,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Nightstruck: A Novel,£50.35,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",£47.31,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Where She Went (If I Stay #2),£41.73,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Tell the Wolves I'm Home,£50.96,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Two Summers,£14.64,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Darkest Corners,£11.33,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",£45.24,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Giant Days, Vol. 1 (Giant Days #1-4)",£56.76,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",£34.65,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Fruits Basket, Vol. 1 (Fruits Basket #1)",£40.28,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",£57.06,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
When I'm Gone,£51.96,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Playing from the Heart,£32.38,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Raymie Nightingale,£34.41,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),£43.63,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,£20.90,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",£52.87,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Team of Rivals: The Political Genius of Abraham Lincoln,£20.12,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,£33.17,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Drowning Girls,£35.67,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Glass Castle,£16.24,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Good Girl,£49.03,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Origin of Species,£10.01,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Death by Leisure: A Cautionary Tale,£37.51,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,£28.41,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Skip Beat!, Vol. 01 (Skip Beat! #1)",£42.12,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Saga, Volume 1 (Saga (Collected Editions) #1)",£28.48,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",£46.96,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Paper Girls, Vol. 1 (Paper Girls #1-5)",£21.71,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",£29.87,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Ender's Game (The Ender Quintet #1),£43.64,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",£39.39,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Future Shock (Future Shock #1),£55.65,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Every Heart a Doorway (Every Heart A Doorway #1),£12.16,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Disrupted: My Misadventure in the Start-Up Bubble,£15.28,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Brave Enough,£51.32,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Gratitude,£26.66,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",£27.35,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Blink: The Power of Thinking Without Thinking,£21.74,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,£28.88,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Good in Bed (Cannie Shapiro #1),£37.05,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
John Adams,£57.43,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Haters,£27.89,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",£18.51,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Art of Not Breathing,£40.83,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",£36.52,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",£54.12,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Complete Maus (Maus #1-2),£10.64,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Life of Pi,£13.22,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,£52.86,In stock (8 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Short History of Nearly Everything,£52.40,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Great Gatsby,£36.05,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Pride and Prejudice,£19.27,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Fellowship of the Ring (The Lord of the Rings #1),£10.27,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Letter to a Christian Nation,£22.20,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Mere Christianity,£48.51,In stock (6 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
