Address,Listing Title / Heading,postcode,Rent $ First Listed,Rent $ Per Month/Weak,Date Property Removed,Agency Name,Agent_address,listing_link,Contact Number,Features,Property Description
"North Park Road, Harrogate",2 bedroom apartment to rent,HG1,"£2,100 pcm (£485 pw)","£2,100 pcm (£485 pw)",Unfurnished,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8760138/, 01423 578945,"['Two bedroom ground floor apartment', 'Newly refurbished', 'Double glazing and central heating', 'Allocated parking', 'Town centre location']","['Anewlyrefurbishedtwobedroom,groundfloorapartmentwithprivateentrance,locatedintheveryheartoftheHarrogatetowncentre,formingpartofthisstonebuilt,detachedproperty,withelectricgatedaccess.','Thepropertyhasbeenrefurbishedtothehighestofstandardsandincludesexcellentfixturesandfittingsthroughout.','Theaccommodationbenefitsfromgascentralheatingthroughout,doubleglazingandentryphonesystem.Thepropertyisapproachedthroughelectricgateswithliftandstairsaccesstothegroundfloor,privateentrancehallwithguestwc,extensiveopenplanlivingroom/diningroom/kitchenwithrangeofwallmountedcupboards,baseunitsanddrawers,graniteworksurfaces,integratedappliancesandislandunit,utilityroomwithdoortotherear,masterbedroomwithfittedwardrobes,baywindowandfourpieceen-suitebathroom,secondbedroomwithfittedwardrobesanden-suiteshowerroom,','Atwobedroomgroundfloorapartment','EntranceHall','-','CloakroomWithWc','-','LivingRoom','-5.94mx4.11m(19\'6""x13\'6"")-','Kitchen','-4.57mx3.58m(15\'x11\'9"")-','UtilityRoom','-2.31mx1.91m(7\'7""x6\'3"")-','BedroomOne','-4.78mx3.99m(15\'8""x13\'1"")-','En-SuiteShowerRoom','-2.87mx1.37m(9\'5""x4\'6"")-','BedroomTwo','-4.78mx3.99m(15\'8""x13\'1"")-','En-SuiteBathroom','-3.89mx1.70m(12\'9""x5\'7"")-','Outside','-Thereisanallocatedparkingspacefortheuseoftheapartment.','DIRECTIONS-HG15PA','FromStationParadeturnleftatthetrafficlightsintoVictoriaAvenue.AttheroundabouttakethefirstturningintoMarlboroughRoadandthenturnleftintoNorthParkRoadwherethepropertyissituatedonthelefthandside.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumof12months.','Areturnablebondof£2,420isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers,nopets.','CouncilTaxBand-TBC','AvailableNow','']"
"North Park Road, Harrogate",2 bedroom apartment to rent,HG1,"£1,800 pcm (£415 pw)","£1,800 pcm (£415 pw)",Unfurnished,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8760132/, 01423 578945,"['Two bedroom lower ground floor apartment', 'Newly refurbished', 'Electric gates and lift', 'Allocated parking', 'Town centre location']","['Anewlyrefurbishedtwobedroom,lowergroundfloorapartment,locatedintheveryheartoftheHarrogatetowncentre,formingpartofthisstonebuilt,detachedproperty,withelectricgatedaccess.','Thepropertyhasbeenrefurbishedtothehighestofstandardsandincludesexcellentfixturesandfittingsthroughout.','Theaccommodationbenefitsfromgascentralheatingthroughout,doubleglazingandentryphonesystem.Thepropertyisapproachedthroughelectricgateswithliftandstairsaccesstothelowergroundfloor,privateentrancehallwithguestwcandutilityroom,extensiveopenplanlivingroomwithdoortooutsidesittingarea,diningroom/kitchenwithrangeofwallmountedcupboards,baseunitsanddrawers,graniteworksurfacesandintegratedappliances,masterbedroomwithfittedwardrobesandfourpieceen-suitebathroom,secondbedroomwithfittedwardrobesanden-suiteshowerroom.','Atwobedroomlowergroundfloorapartment','EntranceHall','-','CloakroomWithWc','-','LivingRoom','-6.20mx3.96m(20\'4""x13\')-','Terrace','-','Kitchen','-3.99mx3.28m(13\'1""x10\'9"")-','UtilityRoom','-1.88mx1.45m(6\'2""x4\'9"")-','BedroomOne','-4.32mx3.78m(14\'2""x12\'5"")-','En-SuiteShowerRoom','-3.78mx1.35m(12\'5""x4\'5"")-','BedroomTwo','-4.60mx3.78m(15\'1""x12\'5"")-','Terrace','-','En-SuiteBathroom','-3.78mx1.68m(12\'5""x5\'6"")-','Outside','-Thereisanallocatedparkingspacefortheuseoftheapartment.','DIRECTIONS-HG15PA','FromStationParadeturnleftatthetrafficlightsintoVictoriaAvenue.AttheroundabouttakethefirstturningintoMarlboroughRoadandthenturnleftintoNorthParkRoadwherethepropertyissituatedonthelefthandside.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumof12months.','Areturnablebondof£2,075isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers,nopets.','CouncilTaxBand-TBC','AvailableNow','']"
"North Park Road, Harrogate",3 bedroom apartment to rent,HG1,"£2,250 pcm (£519 pw)","£2,250 pcm (£519 pw)",Unfurnished,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8760135/, 01423 578945,"['Three bedroom first floor apartment', 'Newly refurbished', 'Electric gates and lift', 'Allocated parking', 'Town centre location']","['Anewlyrefurbishedtwo/threebedroom,firstfloorapartmentwithbalcony,locatedintheveryheartoftheHarrogatetowncentre,formingpartofthisstonebuilt,detachedproperty,withelectricgatedaccess.','Thepropertyhasbeenrefurbishedtothehighestofstandardsandincludesexcellentfixturesandfittingsthroughout.','Theaccommodationbenefitsfromgascentralheatingthroughout,doubleglazingandentryphonesystem.Thepropertyisapproachedthroughelectricgateswithliftandstairsaccesstothefirstfloor,privateentrancehallwithbalcony,guestwcandutilitycupboard,extensiveopenplanlivingroom/diningroom/kitchenwithrangeofwallmountedcupboards,baseunitsanddrawers,graniteworksurfaces,integratedappliancesandislandunit,masterbedroomwithfittedwardrobes,baywindowandfourpieceen-suitebathroom,secondbedroomwithfittedwardrobesanden-suiteshowerroom,bedroomthree/study.','Athreebedroomfirstfloorapartment','EntranceHall','-','Balcony','-2.36mx1.24m(7\'9""x4\'1"")-','CloakroomWithWc','-','UtilityRoom','-1.35mx1.22m(4\'5""x4\')-','LivingRoom','-5.94mx4.11m(19\'6""x13\'6"")-','Kitchen','-4.62mx3.58m(15\'2""x11\'9"")-','BedroomOne','-5.38mx4.01m(17\'8""x13\'2"")-','En-SuiteBathroom','-2.77mx2.31m(9\'1""x7\'7"")-','BedroomTwo','-3.84mx3.18m(12\'7""x10\'5"")-','En-SuiteShowerRoom','-2.57mx1.32m(8\'5""x4\'4"")-','BedroomThree/Study','-2.54mx1.70m(8\'4""x5\'7"")-','Outside','-Thereisanallocatedparkingspacefortheuseoftheapartment.','DIRECTIONS-HG15PA','FromStationParadeturnleftatthetrafficlightsintoVictoriaAvenue.AttheroundabouttakethefirstturningintoMarlboroughRoadandthenturnleftintoNorthParkRoadwherethepropertyissituatedonthelefthandside.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumof12months.','Areturnablebondof£2,595isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers,nopets.','CouncilTaxBand-TBC','AvailableNow','']"
"East Parade, Harrogate, HG1 5LP",3 bedroom flat to rent,HG1,£950 pcm (£219 pw),£950 pcm (£219 pw),Available now,Hunters - Harrogate,"Regent House,  13-15 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8721422/, 01423 594157,"['SPACIOUS TOP FLOOR FLAT', 'PRIVATE ALLOCATED PARKING SPACE', 'TOWN CENTRE LOCATION ', 'NEWLY RENOVATED THROUGHOUT', 'THREE DOUBLE BEDROOMS ', 'AVAILABLE NOW', 'UNFURNISHED WITH WHITE GOODS', 'EPC RATING D', 'AVAILABLE TO RENT WITH NO DEPOSIT']","['SituatedinasoughtafterresidentiallocationandclosetothecentreofthehistoricspatownofHarrogate.Harrogatehasanarrayoflocalamenitiesincludingshops,bars,restaurants,sportsandhealthfacilitiesandalsoprovidesexcellentroadlinksoutofHarrogateviatheA59onwardstoYorkandLeedsandtheA1MbothNorthandSouth.RailandbusstationswithinwalkingdistancewithregularservicestoLeeds/Yorkandbeyondmakesthisanidealbasefortravellingthroughouttheregion.','Thissuperbspaciousthreebedroomtopfloorflathasbeennewlyrenovatedwithamodernfinishandaccommodationbrieflycomprising;communalhallwayandstaircase,privateentrancehallwithstairstoprivatelanding,lounge,awellequippedkitchenwithmodernfittedcupboards,ovenandhob,fullsizefridge/freezer,washingmachineandtumbledryer.Threedoublebedrooms,allwithmoderngreyfittedwardrobes.Brandnewbathroomwithwhitethreepiecesuite,vanityunitsinkandtwocupboardsofferingfurtherstorage.','Thepropertyalsobenefitsfromanallocatedparkingspaceinaprivatecarparkattherearofthepropertyandonstreetpermitparkingtothefront.Securebikestoragecanbeusedinthebasementofthebuilding.','AVAILABLENOW.UNFURNISHEDWITHWHITEGOODS.EPCRATINGD.GASCENTRALHEATING.AVAILABLETORENTWITHADEPOSITALTERNATIVE.','ADepositAlternativemeansinsteadofpayingatraditionalfiveweekssecuritydeposit(orsixweekswheretheannualrentexceeds£50,000),youpayafeeofoneweek’srent+VATtobecomeamemberofadepositfreerentingschemewhichcansignificantlyreducetheup-frontcosts.Thisfeeisnon-refundableandisnotaDeposit.AnyoutstandingcostsordamageswillbepayablebytheTenant(s)attheendofthetenancy.']"
"North Park Road, Harrogate",2 bedroom apartment to rent,HG1,"£2,100 pcm (£485 pw)","£2,100 pcm (£485 pw)",Unfurnished,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8760139/, 01423 578945,"['Two bedroom ground floor apartment', 'Newly refurbished', 'Double glazing and central heating', 'Allocated parking', 'Town centre location']","['Anewlyrefurbishedtwobedroom,groundfloorapartmentwithprivateentrance,locatedintheveryheartoftheHarrogatetowncentre,formingpartofthisstonebuilt,detachedproperty,withelectricgatedaccess.','Thepropertyhasbeenrefurbishedtothehighestofstandardsandincludesexcellentfixturesandfittingsthroughout.','Theaccommodationbenefitsfromgascentralheatingthroughout,doubleglazingandentryphonesystem.Thepropertyisapproachedthroughelectricgateswithliftandstairsaccesstothegroundfloor,privateentrancehallwithguestwc,extensiveopenplanlivingroom/diningroom/kitchenwithrangeofwallmountedcupboards,baseunitsanddrawers,graniteworksurfaces,integratedappliancesandislandunit,utilityroomwithdoortotherear,masterbedroomwithfittedwardrobes,baywindowandfourpieceen-suitebathroom,secondbedroomwithfittedwardrobesanden-suiteshowerroom,','Atwobedroomgroundfloorapartment','EntranceHall','-','CloakroomWithWc','-','LivingRoom','-5.94mx4.11m(19\'6""x13\'6"")-','Kitchen','-4.57mx3.58m(15\'x11\'9"")-','UtilityRoom','-2.46mx1.98m(8\'1""x6\'6"")-','BedroomOne','-4.70mx3.99m(15\'5""x13\'1"")-','En-SuiteBathroom','-3.89mx1.70m(12\'9x5\'7"")-','BedroomTwo','-4.78mx3.99m(15\'8""x13\'1"")-','En-SuiteShowerRoom','-3.05mx1.65m(10\'x5\'5"")-','Outside','-Thereisanallocatedparkingspacefortheuseoftheapartment.','DIRECTIONS-HG15PA','FromStationParadeturnleftatthetrafficlightsintoVictoriaAvenue.AttheroundabouttakethefirstturningintoMarlboroughRoadandthenturnleftintoNorthParkRoadwherethepropertyissituatedonthelefthandside.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumof12months.','Areturnablebondof£2,420isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers,nopets.','CouncilTaxBand-TBC','AvailableNow','']"
"North Park Road, Harrogate",3 bedroom apartment to rent,HG1,"£2,450 pcm (£565 pw)","£2,450 pcm (£565 pw)",Unfurnished,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8760137/, 01423 578945,"['Three bedroom duplex apartment', 'Newly refurbished', 'Balcony and sun deck', 'Allocated parking', 'Town centre location']","['Anewlyrefurbishedthreebedroom,secondfloorduplexapartmentwithsundeckandbalcony,locatedintheveryheartoftheHarrogatetowncentre,formingpartofthisstonebuilt,detachedproperty,withelectricgatedaccess.','Thepropertyhasbeenrefurbishedtothehighestofstandardsandincludesexcellentfixturesandfittingsthroughout.','Theaccommodationbenefitsfromgascentralheatingthroughout,doubleglazingandentryphonesystem.Thepropertyisapproachedthroughelectricgateswithliftandstairsaccesstothesecondfloor,privateentrancehallwithbalcony,guestwc,studyandstorecupboard,extensiveopenplanlivingroom/diningroom/kitchenwithrangeofwallmountedcupboards,baseunitsanddrawers,graniteworksurfaces,integratedappliances,masterbedroomwithfittedwardrobes,baywindowandfourpieceen-suitebathroom,secondbedroomwithfittedwardrobesanden-suiteshowerroom,stairstothethirdfloor,leadingtobedroomthree,withen-suiteshowerroom,utilityroomandslidingdoorstothesundeck.','Athreebedroomduplexapartment','SecondFloor','-','EntranceHall','-','Balcony','-2.31mx1.32m(7\'7""x4\'4"")-','CloakroomWithWc','-','LivingRoom','-6.10mx4.11m(20\'x13\'6"")-','Kitchen','-4.37mx3.58m(14\'4""x11\'9"")-','BedroomOne','-4.11mx4.04m(13\'6""x13\'3"")-','En-SuiteBathroom','-2.03mx2.64m(6\'8""x8\'8"")-','BedroomTwo','-3.86mx3.10m(12\'8""x10\'2"")-','En-SuiteShowerRoom','-2.18mx1.42m(7\'2""x4\'8"")-','ThirdFloor','-','Bedroom/SittingRoom','-6.12mx3.35m(20\'1""x11\')-','SunDeck','-6.38mx2.62m(20\'11""x8\'7"")-','ShowerRoom','-2.46mx2.21m(8\'1""x7\'3"")-','UtilityRoom','-2.21mx1.32m(7\'3""x4\'4"")-','Outside','-Thereisanallocatedparkingspacefortheuseoftheapartment.','DIRECTIONS-HG15PA','FromStationParadeturnleftatthetrafficlightsintoVictoriaAvenue.AttheroundabouttakethefirstturningintoMarlboroughRoadandthenturnleftintoNorthParkRoadwherethepropertyissituatedonthelefthandside.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumof12months.','Areturnablebondof£2,825isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers,nopets.','CouncilTaxBand-TBC','AvailableNow','']"
"Alexandra Road, Harrogate, HG1 5JS",3 bedroom apartment to rent,HG1,"£1,560 pcm (£360 pw)","£1,560 pcm (£360 pw)",Available now,Verity Frearson - Harrogate,"26 Albert Street, Harrogate, HG1 1JT",https://www.onthemarket.com/details/2041137/, 01423 578953,[],"['','','WeareproudtopresentApartment2,Walcot,AlexandraRoad.Thisbright,brightandelegantthreedoublebedroomed,threebathroomfirstfloorapartmentprovidesmodernspaciouslivingwithsuperbviews.SituatedintheheartofHarrogatetheapartmentalsobenefitsfromdoubleglazing,gascentralheating,allocatedparkingandanareaofcommunalgardens.EPCratingC.\xa0','FIRST','','FLOOR','','\xa0','ENTRANC','','HALL','','Goodsizedentrancehallwithgascentralheatingradiator,intercomandstoragearea.\xa0','LIVING','','ROOM','','23\'2""x14\'9""(7.06mx4.5m)','Aspaciouslivingroomwithlotsofnaturallight,twocentralheatingradiators,largebaywindowoverlookingtheleafyfrontavenue.\xa0','KITCHEN/DINING','','ROOM','','17\'0""x18\'11""(5.18mx5.77m)','Agoodsizedkitchendinerwithastunningfittedkitchenwithdarkwoodshakerstylewallandbaseunitsandincludingintegratedoven,hob,extractorhood,fridgefreezeranddishwasher.Thekitchenalsofeaturesalargeislandunitwithbuilt-inbreakfastbarandgranitesink.Thediningareahasamplespaceforalargediningtableandfurniturewithsevenlargewindowssurroundingtheroomgivingamplenaturallight.\xa0','SEPERATE','','WC','','FittedwithamodernsuitecomprisingoflowflushWC,wallmountedwashhandbasinandchromeheatedtowelrail.\xa0','UTILITY','','ROOM','','3\'11""x3\'11""(1.19mx1.19m)','Withspaceforwashingmachineandtumbledryer.\xa0','BEDROOM','','1','','14\'0""x13\'1""(4.27mx3.99m)','Agoodsizeddoublebedroomwithcentralheatingradiator.Doorleadingto:\xa0','EN-SUITE','','1','','Abeautifullyfinishedtiledbathroomwithlargechromeandglassshower,lowflushWC,wallmountedwashhandbasinandheatedtowelrail.\xa0','BEDROOM','','2','','12\'8""x10\'8""(3.86mx3.25m)','Afurtherdoublebedroomwithtwocentralheatingradiators.Doorleadingto:\xa0','ENSUITE','','2','','Atiledbathroomcomprisingbathwithoverheadchromeshower,lowflushWC,wallmountedwashhandbasinandchromeheatedtowelrail.\xa0','BEDROOM','','3','','15\'1""x9\'5""(4.6mx2.87m)','Afurtherdoublebedroomwithcentralheatingradiator.Doorleadingto:\xa0','ENSUITE','','3','','Atiledshowerroomwithlargewalk-inshower,lowflushWC,pedestalwashhandbasinandchromeheatedtowelrail.\xa0','OUTSIDE','','Allocatedparkingfortwocarsandanareaofcommunalgardens.\xa0','TERMS','','1.TobeletonanAssuredShortholdTenancyforaminimumtermofatleast12months.',""2.Nopets,childrenorsharerswithoutlandlord'sconsent."",'3.Eachapplicantisrequiredtocompleteanapplicationformtoapplyforaproperty.AnapplicationisnotdeemedasputforwarduntilALLapplicantshavereturnedafullycompletedformtotheagent.','4.Referenceswillbeobtainedusingacreditreferenceagency.','5.Theholdingdepositistheequivalentof1weeksrentpayabletoreserveaproperty.','6.Theholdingdepositcanberetainedbytheagent/landlordincertaincircumstancesifthetenancydoesnotgoaheadasoutlinedwithinSchedule1,TenantFeedAct2019.','7.TheBond(securitydeposit)istheequivalentof5weeksrentpayableinclearedfundsatthecommencementofthetenancy.','8.Thepropertywillbewithdrawnfromthemarketpendingreferencingandrighttorentchecksassoonasanapplicationisprovisionallyacceptedbythelandlordandaholdingdeposithasbeenpaid.','9.Theholdingdepositwillbeusedaspartofyourfirstmonthsrentpaymentiftheapplicationcomestofruition.','10.Thedeadlineforagreementis15calendardaysfromthedatetheholdingdepositisreceivedbytheagent.','11.Themove-indatemustbenomorethan30daysafterpaymentoftheholdingdeposit.','12.Beforemovingintoapropertypaymentofthefirstmonthsrentandbondmustbemadeinclearedfunds.','13.Tenantsareresponsibleforanypermittedpaymentsifapplicablethroughoutthetenancy.','14.Pleasenotethatalldimensionsgiveninthesedetailsareapproximateandthatpropertiesareofferedtoletasseen.Prospectivetenantsshouldsatisfythemselvesastothesuitabilityofthepropertyonthisbasisbeforeapplyingforatenancy.','15.VerityFrearsonisamemberofRICs,whichisaclientmoneyprotectionschemeandalsoamemberofThePropertyOmbudsman(TPO)whichisaredressscheme.','16.ThispropertywillbemanagedbyVerityFrearson.\xa0']"
"Cavendish Avenue, Harrogate",3 bedroom apartment to rent,HG2,"£2,295 pcm (£530 pw)","£2,295 pcm (£530 pw)",Available now,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8921170/, 01423 578945,"['Three bedroom second floor apartment', 'Double glazing and central heating', 'Balcony with Stray views', 'Close to the town centre', 'Newly refurbished']","['Anewlyrefurbished,secondfloorthreebedroomapartment,situatedinanenviablepositionwithmagnificentviewsacrossTheStray,formingpartofaquietresidentialareawhichiswithineasyreachoftheHarrogatetowncentre.','Thepropertyhasundergoneacomprehensiveprogramofrefurbishmentandnowoffersmodernaccommodationwithhighqualityfixturesandfittingsthroughout.Havingthebenefitofdoubleglazingandalargebalconythepropertyisapproachedviaanimpressivecommunalentrancehallwithstaircaseandlift.','Theapartmentcomprises:Largeentrancehallwithdoubledoorstoastunningopenplanliving/diningroomwithslidingdoorstoalargebalconyoverlookingTheStray,newlyfittedbreakfastkitchenwithintegratedappliancesandgraniteworktops,mastersuitewithfabulousviewsacrossTheStray,dressingroomanden-suiteshowerroom,twofurtherdoublebedrooms,newlyfittedluxuryhousebathroomandbuiltinstoragecupboards.','Thepropertyisapproachedviaadrivewaywhichleadstoaparkingareaandsinglegaragewithremotecontroldoor.Thebeautifullykept,lawnedcommunalgardenshavespecimenplantsandtrees,floweringbordersandshrubberywithalovelyoutlookovertheHarrogateStray.','EntranceHall','-4.14mx1.91m(13\'7""x6\'3"")-','OpenPlanLiving/DiningRoom','-','LivingArea','-6.65mx4.29m(21\'10""x14\'1"")-','DiningArea','-7.39mx3.15m(24\'3""x10\'4"")-','Balcony',""-6.10mx1.83m(20'x6')-"",'BreakfastKitchen','-6.10mx3.73m(20\'x12\'3"")-','MasterBedroom',""-5.49mx3.96m(18'x13')-"",'En-SuiteDressingRoom','-2.49mx2.36mtowardrobes(8\'2""x7\'9""towardrob-','En-SuiteBathroom','-2.44mx2.36m(8\'x7\'9"")-','BedroomTwo','-4.09mx3.91m(13\'5""x12\'10"")-','BedroomThree','-3.76mx3.43m(12\'4""x11\'3"")-','Bathroom','-2.26mx1.93m(7\'5""x6\'4"")-','Outside','-SINGLEGARAGE1710x87','Thebeautifullykept,lawnedcommunalgardenshavespecimenplantsandtrees,floweringborders,shrubberyandwallingwithalovelyoutlookovertheHarrogate','DIRECTIONS-HG28HX','FromStationParadeturnleftattheT-junctiontrafficlightsintoYorkPlaceandrightintoOatlandsDrive.TurnrightintoWheatlandsRoadEast.TurnrightintoBelgraveCrescentandrightintoCavendishAvenue.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumofsixmonths.','Areturnablebondof£2,645.00isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers&nopets.','CouncilTaxBandF-£2,813.57','Available13thAugust2020','']"
"15 South Drive, Harrogate, HG2 8AT",1 bedroom ground floor flat to rent,HG2,£350 pcm (£81 pw),£350 pcm (£81 pw),Available now,Visum - Leicestershire,"Husbands Bosworth, Lutterworth, Leicester, LE17 6LG",https://www.onthemarket.com/details/8974200/, 01455 364911,"['Garden', 'Parking', 'Cooker']","['','Propertynumber44778.Clickthe""RequestViewing""or""EmailAgent""button,submittheformandwe\'lltext&emailyouwithinminutes,dayornight.','','StudioflatinexcellentHarrogatelocation.Justfiveminuteswalktothetowncentreand10minutesHarrogatetrainstation.\r','\r','Themainroomislightandairy.Largesashwindowstothefrontoftheproperty.\r','\r','Separatebathroomwithbuilt-inshowerunit.\r','\r','Separatekitchenwithamplestorage.\r','\r','Brandnewcarpetsanddécorthroughout.\r','\r','Rentis£350permonth.Depositis£350+creditsearchcosts.\r','\r','SorrynoDSSorpets\r','\r','',""Ifyou'reinterestedinthispropertyplease"",'clickthe""RequestViewing""buttonabove','']"
"Cold Bath Place, Harrogate, HG2 0PQ",2 bedroom detached house to rent,HG2,£899 pcm (£207 pw),£899 pcm (£207 pw),Available now,Visum - Leicestershire,"Husbands Bosworth, Lutterworth, Leicester, LE17 6LG",https://www.onthemarket.com/details/8965607/, 01455 364911,"['Dishwasher', 'Washing machine', 'Range Cooker', 'Central Heating']","['','Propertynumber27557.Clickthe""RequestViewing""or""EmailAgent""button,submittheformandwe\'lltext&emailyouwithinminutes,dayornight.','','Cottageavailabletolet.SituatedinpopularColdBathRoadareaofHarrogate.Onedoublebedroom,onesinglebedroom,bathroom,kitchen/diner,livingroom.Availabletoletimmediately.£899pm\r','\r','Description\r','BeautifulconvertedcoachhouselocatedintheColdBathRoadarea.Justfiveminuteswalktothetowncentreand10minutesHarrogatetrainstation.\r','\r','Theupstairsofthepropertycomprisestwobedrooms(onedoubleandonesingle)andabathroom.Downstairshasawell-sizedshakerstylekitchen/dinerandalivingroom.Thekitchenhasarangeovenwithgashob,integrateddishwasherandwasher/dryer.\r','',""Ifyou'reinterestedinthispropertyplease"",'clickthe""RequestViewing""buttonabove','']"
"York Place, Harrogate",2 bedroom flat to rent,HG2,£795 pcm (£183 pw),£795 pcm (£183 pw),Available now,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/8921172/, 01423 578945,"['Two bedroom second floor flat', 'Double glazing & gas central heating', 'Views over the Stray', 'Very close to the town centre', 'With allocated parking space', 'House bathroom & en-suite shower room']","['Atwobedroomsecondfloorflatinanexcellentlocationveryclosetothetowncentre,thepropertyhaslargewindowswithafabulousoutlookovertheHarrogateStray.','Thepropertybenefitsfromgascentralheating,doubleglazingandbrieflycomprises:entrancehall,largelivingroomwithStrayviews,breakfastkitchenwitharangeofwallmountedcupboards,baseunitsanddrawers,electricovenandhob,masterbedroomwithen-suiteshowerroom,furtherdoublebedroomandbathroom.','GroundFloor','-CommunalEntranceHall','Withstairsto...','SecondFloor','-','EntranceHall','-','LivingRoom','-4.88mx3.40m(16\'x11\'2"")-','BreakfastKitchen','-4.88mx1.93m(16\'x6\'4"")-','Bathroom','-2.11mx1.91m(6\'11""x6\'3"")-','BedroomOne','-3.33mx3.18mplusdoorrecess(10\'11""x10\'5""plu-','En-SuiteShowerRoom','-2.13mx2.03m(7\'x6\'8"")-','BedroomTwo','-4.39mx3.12m(14\'5""x10\'3"")-','Outside','-Thepropertybenefitsfromadesignatedparkingspaceinacoveredgarage.','Directions-Hg11Hl','-HeadingoutoftownalongStationParade,turnrightontoYorkPlace,thepropertyisontherighthandsideoverKwikFit.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumofsixmonths.','Areturnablebondof£915isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers,nopets.','CouncilTaxBandD-£1,947.85','AvailableNow','']"
